city,state,name,longitude,latitude,url,description,length
Monroe City,Missouri,Mark Twain Lake State Park,-91.722517,39.514915,http://www.tripleblaze.com/trail.php?c=3&i=6138,"Mark Twain Lake is about 18,600 acres of fun in the sun! There are three campground here with plenty of room for visitors and other activities include mountain biking, hiking, horseback riding, swimming, fishing, boating, canoeing, kayaking and camping.",0.00
Fairmont,West Virginia,Prickett's Fort State Park,-80.093895,39.517423,http://www.tripleblaze.com/trail.php?c=3&i=5702,"For hiking enthusiasts, the Prickett's Fort Nature Trail has 25 interpretive stations to help introduce guests to the flora and fauna of north central West Virginia.",0.00
New Matamoras,Ohio,Ohio View Connector Trail,-81.12025,39.51762,http://www.tripleblaze.com/trail.php?c=3&i=1246,"Ohio View Connector Trail features 4 miles of hiking trails near New Matamoras, OH.",4.00
Highlands Ranch,Colorado,Highlands Point,-104.96415,39.52118,http://www.tripleblaze.com/trail.php?c=3&i=1093,"Highlands Ranch Backcountry Wilderness Area has 8,200 acres of conserved open space. Here there are 20 miles of natural surface trails for hikers and mountain bikers to explore.&lt;br /&gt;<br />These trails are multi-use so please practice caution.",20.00
New Matamoros - Wayne National Forest,Ohio,Archers Fork Loop Trail,-81.18107,39.52165,http://www.tripleblaze.com/trail.php?c=3&i=798,"Archers Fork Loop Trail features 9 miles of hiking trails near New Matamoros - Wayne National Forest, OH.",9.00
Friendsville,Maryland,Youghiogheny Wild and Scenic River,-79.432997,39.524413,http://www.tripleblaze.com/trail.php?c=3&i=4306,The best trail access for hiking is found at Swallow Falls State Park. The old logging railroad right-of-way may be followed north from the east side of the river.,0.00
Fort Bragg,California,MacKerricher State Park,-123.774523,39.526506,http://www.tripleblaze.com/trail.php?c=3&i=3540,"Ten Mile Dunes and lnglenook Fen, Laguna Point and Cleone Lake. These are some of the intriguing names on an intriguing land- MacKerricher State Park. Extending from just north of the Fort Bragg city limits to Ten Mile River, this park offers the walker a chance to explore headlands and wetlands, sand dunes, forest and meadowland.",10.00
Lone Tree,Colorado,Bluffs Regional Park Trail,-104.8867,39.52848,http://www.tripleblaze.com/trail.php?c=3&i=904,"Bluffs Regional Park Trail features 4 miles of hiking trails near Lone Tree, CO. There is a 2.7-mile loop of soft-surface trail (3.5 miles including the feeder trails and overlooks) that winds along the open country. Enjoy beautiful views of the surrounding area.&lt;br /&gt;<br />This trail is perfect for families with children, but it is a multi-use trail so please practice trail etiquette.",4.00
Glouster,Ohio,Burr Oak State Park,-82.03519,39.530827,http://www.tripleblaze.com/trail.php?c=3&i=5041,7 Hiking Trails,11.00
Myersville,Maryland,Appalachian Trail 083: I-70 Footbridge to Wolfsville Road,-77.605835,39.535011,http://www.tripleblaze.com/trail.php?c=3&i=2404,"Section 83 of the AT runs 8.6 miles from the footbridge over I-70 to Wolfsville Road (MD Hwy 17). Along the way it passes the Pine Knob shelter.&lt;br /&gt;<br />&lt;br /&gt;<br />Recommended parking spot:&lt;br /&gt;<br />&quot;US 40 (Annapolis Rock)&quot; lat=39.5354997064, lon=-77.6037213741",9.00
Boonsboro,Maryland,Greenbrier State Park,-77.617965,39.535019,http://www.tripleblaze.com/trail.php?c=3&i=386,"Greenbrier State Park features 5 miles of hiking trails near Frederick-hagerstown, MD.",5.00
Waynesville,Ohio,Caesar Creek State Park,-83.971973,39.537791,http://www.tripleblaze.com/trail.php?c=3&i=820,"Caesar Creek State Park features 10 miles of hiking trails near Waynesville, OH.",10.00
Littleton,Colorado,Chatfield State Park,-105.086501,39.54008,http://www.tripleblaze.com/trail.php?c=3&i=3620,"A series of trails wind through the Chatfield area and provides the park visitor with an abundance of recreational opportunities. You can take a morning jog, walk through natural areas around the reservoir, leisurely pedal your bicycle through the park or ride a horse into the sunset. Trail maps are available at the park's main entrances.",12.00
Breckenridge,Colorado,CDT CO28: Gold Hill to Georgia Pass,-106.042347,39.541317,http://www.tripleblaze.com/trail.php?c=3&i=3285,The CDT runs for 19.7 miles from Gold Hill Trailhead on Hwy 9 to Georgia Pass. Along the way the trail passes Brewery Hill and Mount Guyot.,20.00
Littleton,Colorado,Deer Creek Canyon,-105.15216,39.54314,http://www.tripleblaze.com/trail.php?c=3&i=279,"Deer Creek Canyon Park is defined by its sterling recreation opportunities and golden habitat for wildlife. &lt;br /&gt;<br />Hikers and equestrians have the Meadowlark Homesteader and Golden Eagle Trails all to themselves. On multi-use trails, mountain bikers test their mettle on &quot;The Wall,&quot; a steep section of rocky terrain on Plymouth Creek Trail, and pedal the 2.5-mile Red Mesa Loop. All trail users should be aware of the risk of rattlesnake encounters. &lt;br /&gt;<br />Meadowlark: Hiker only; exposed with great views of parking area, meadows and the south valley; consistent 10 percent grade.&lt;br /&gt;<br />Golden Eagle: Hiker only; scenic view at summit; 3-mile hike to reach trailhead.&lt;br /&gt;<br />Plymouth Creek: Multi-user trail; lush sections; rocky in spots; steep climb west of Meadowlark junction.&lt;br /&gt;<br />Plymouth Mountain: Multi-user trail with scenic views to the east; Steep side slope on north end.&lt;br /&gt;<br />Scenic View: Short, multi-user trail with steep section; beautiful 360-degree summit view.&lt;br /&gt;<br />Homesteader: Hiker only; forested trail with an average 4 percent grade; trail follows canyon rim on the north side.&lt;br /&gt;<br />Red Mesa Loop: Multi-user trail with open view of the canyon and forested section.",12.00
Glenwood Springs,Colorado,Red Mountain Trail,-107.33447,39.54513,http://www.tripleblaze.com/trail.php?c=3&i=1332,"Red Mountain has a beautiful north face that towers of the town of Glenwood Springs, CO. Red Mountain Trail takes you up the eastern ridge along a private road. The path switchbacks its way up the mountain, making it the easiest and longest route to get up the mountain. On your way up you'll be able to catch glimpses of Glenwood Springs below, and once you make it to the top you'll be rewarded with outstanding views!",4.00
Conifer,Colorado,Flying J Ranch,-105.32256,39.54513,http://www.tripleblaze.com/trail.php?c=3&i=630,"This is a very easy, very flat 2 mile loop. It does pass through some pretty forests, though.",2.00
Aspen Park,Colorado,Meyer Ranch Park,-105.2723,39.54621,http://www.tripleblaze.com/trail.php?c=3&i=629,"Rolling hay meadows lead to forested hillsides, with the ever-present chatter of pine squirrels and the rustle of quaking aspen leaves. The landscape invites one to meander and explore this exquisite park.Previously a working ranch, Meyer Ranch Park offers peaceful strolls through wildflower-laden meadows, lodgepole pine forests and aspen groves.&lt;br /&gt;<br />There are a total of 4 hiking trails here: Owl's Perch Trail (.5mi), Lodgepole Loop Trail (1.2mi), Sunny Aspen Trail (.8mi), and Ole Ski Run Trail (1.3mi).",5.00
Glenwood Springs,Colorado,Boy Scout Trail,-107.31869,39.54737,http://www.tripleblaze.com/trail.php?c=3&i=837,"The Boy Scout Trail near Glenwood Springs will take you through thick forests, over cattle fields, and along ridges. There are some areas where you can get really good views of the city below. &lt;br /&gt;<br />This trail doesn't loop all the way but it does connect to the same road, and it's possible to hike back up the road to where your car is. This is a multi-use trail so please use caution.",5.00
Reno,Nevada,Keystone Canyon,-119.84243,39.55058,http://www.tripleblaze.com/trail.php?c=3&i=103,"Keystone Canyon features 15 miles of hiking trails near Reno, NV.",15.00
Littleton,Colorado,South Valley Park,-105.13932,39.55119,http://www.tripleblaze.com/trail.php?c=3&i=305,Dramatic red sandstone spires. Stunning views of craggy outcroppings. Pleasant trails suited to beginning mountain bikers and hikers who prefer more level terrain.&lt;br /&gt;<br />A diversity of trails offer quiet refuge from the tempo of the neighboring suburbs and criss-cross the eastern half of South Valley Park. The Swallow Trail is hiker-only.,8.00
Littleton,Colorado,Two-brands Trail,-105.11034,39.55234,http://www.tripleblaze.com/trail.php?c=3&i=7932,"Two-brands Trail is a 5 mile hiking trail in Littleton, Colorado.",5.00
Oroville,California,Lake Oroville State Recreation Area,-121.39497,39.553691,http://www.tripleblaze.com/trail.php?c=3&i=3535,"The state recreation area has a couple of short hiking trails that can be linked to provide a 2 mile jaunt, a more ambitious 4.75 mile loop, or something in between. An ambitious trail-building program over the past two decades has increased the park's network from nine to more than 50 miles of trail. Check out the new Potter Ravine Trail, which leads from Lake Oroville Dam along the west shore of the lake. the 14.5 mile-long Danbebee Trail extends from the town of Oroville to Loafer Creek.",5.00
Downieville,California,Downieville Downhill,-120.82695,39.56038,http://www.tripleblaze.com/trail.php?c=3&i=104,"Downieville Downhill features 16 miles of hiking trails near Downieville, CA.",16.00
Downieville,California,Downieville Downhill,-120.82695,39.56038,http://www.tripleblaze.com/trail.php?c=3&i=104,"Downieville Downhill features 16 miles of hiking trails near Downieville, CA.",16.00
Downieville,California,Downieville Downhill,-120.82695,39.56038,http://www.tripleblaze.com/trail.php?c=3&i=104,"Downieville Downhill features 16 miles of hiking trails near Downieville, CA.",16.00
Bear,Delaware,Lums Pond State Park,-75.721136,39.563242,http://www.tripleblaze.com/trail.php?c=3&i=3774,"The Lums Pond State Park features the largest freshwater pond in Delaware. It consists of 1,790 acres, 200 of which make up the actual Lums Pond. The park is a popular place for fishing, hiking, picnicking and sports, however swimming is prohibited. There are several picnic locations throughout the park in addition to three large pavilions. Lums Pond SP also has ball fields and game courts for a variety of sports from baseball and softball to soccer and tennis, among others. There is also a large campground on the site for year round camping.  Hikers are given the opportunity to explore many scenic views and habitats along the 7.5 mile Swamp Forest Trail that circles the pond. Lums Pond SP also features over 10 miles of multi-purpose trails (horses, bikes, hikers, and snowmobiles).",8.00
Vail,Colorado,Commando Run,-106.26868,39.56343,http://www.tripleblaze.com/trail.php?c=3&i=1088,"You'll be climbing up a lot of 4X4 trails on this hike. Go about 1.5 miles in until you see Chair 10, and then stay left. You'll keep climbing from here until you reach Benchmark at about 10 miles in. Turn right here and then after about a quarter mile, you'll see a spur trail off to your left, and you'll want to take that. &lt;br /&gt;<br />Climb to the top and take in the stunning views of the mountains and the valley below. All of that climbing is worth it!",20.00
College Corner,Ohio,Hueston Woods State Park,-84.741016,39.571666,http://www.tripleblaze.com/trail.php?c=3&i=5055,12 hiking trails,18.00
Littleton,Colorado,Ken Caryl Valley,-105.14829,39.57567,http://www.tripleblaze.com/trail.php?c=3&i=1881,"Head out to the Ken Caryl Ranch and enjoy over 20 miles of trail in the 4,800-acres of foothills open space. There are 10 trails here ranging from easy to difficult, with the longest trail topping out at 3.8 miles. All of these trails but one are private trails, only open to residents.&lt;br /&gt;<br />The Cathy Johnson Trail and South Hogback Open Space is the only trail that's open to the public. It's a 2.1 mile trail that ranges from easy to moderate along the trail.",20.00
Sierra City,California,Pacific Crest Trail: Northern California: M,-120.612568,39.576548,http://www.tripleblaze.com/trail.php?c=3&i=2632,"Section M of the Pacific Crest Trail runs 91.7 miles from Highway 49 near Sierra City to Highway 70 at Belden Town Bridge. This section of trail harbors great diversity in views, climate, and vegetation.&lt;br /&gt;<br />&lt;br /&gt;<br />Along the way the trail passes Sierra City, CA; Trail 12E02; the &quot;A&quot; Tree, which is a focal point for five roads; Johnsville-Gibsonville Road; Quincy-LaPorte Road; Road 22N60; Road 23N29X/Dogwood Creek Road/Butte Road; Middle Fork Feather River; Bear Creek; Lookout Rock; Big Creek Road 33N56; Bucks Summit; CRHT; Western Pacific Railroad; Belden Town.",92.00
Thurmont,Maryland,Cunningham Falls State Park,-77.43396,39.579301,http://www.tripleblaze.com/trail.php?c=3&i=4214,"Lower Trail--red blaze (one half mile) This easy to moderate trail is the shortest and easiest access to the Falls. Interpretive signs and benches along the way. Return to the lake by this trail or Cliff Trail. This trail terminates at the Falls.<br /><br />Cliff Trail--yellow blaze (3/4 mile) Rough terrain offers strenuous hiking past rock outcrops that lead to the Falls. Return to the lake by this trail or Lower Trail.<br /><br />Cunningham Falls State Park<br />Campground Trail--orange blaze (3/4 mile) This strenuous trail gives campers access to the Cliff Trail.<br /><br />Old Misery Trail--orange blaze (2 miles) This steep, strenuous trail with many switchbacks and scenic views connects with the Cat Rock Trail.<br /><br />Cat Rock/Bob's Hill--yellow blaze (7.5 miles) This strenuous trail crosses the mountain and passes two scenic rock outcrops with scenic views.<br /><br />Cat Rock Trail--yellow blaze (1.5 miles) This steep, strenuous trail leads to Cat Rock (elevation 1560') and scenic views.<br /><br />Bob's Hill Trail--yellow (1.5 miles) This steep, strenuous trail leads to Bob's Hill (elevation 1765') and two short spur trails with views north and south.<br /><br />Catoctin Furnace Trail--No blaze (1/4 mile) A self-guided trail which leads to Catoctin Furnace. Crosses U.S. 15 via elevated foot path (46 steps up the stairway).<br /><br />Catoctin Trail--blue blaze (27 miles) This strenuous trail leads from Gambrill State Park through Frederick City Watershed, Cunningham Falls and Catoctin Mountain Park. Nine miles of trail are in Cunningham Falls. Camping permitted only in designated campgrounds.",42.00
Evergreen,Colorado,Maxwell Falls,-105.36083,39.58244,http://www.tripleblaze.com/trail.php?c=3&i=934,"One of the easiest trails in the district, Maxwell Falls is a very enjoyable hike. It follows Maxwell Creek, and the waterfalls are at their best in the spring when the snow runoff is plentiful. Jefferson County law requires dogs be on a leash at all times while on this trail.",6.00
Oxford,Ohio,Hueston Woods Bike Trail,-84.76845,39.58684,http://www.tripleblaze.com/trail.php?c=3&i=2363,"Hueston Woods Bike Trail features 12 miles of hiking trails near Oxford, OH.",12.00
Brookville,Indiana,Brookville Lake State Park,-84.986468,39.587608,http://www.tripleblaze.com/trail.php?c=3&i=4015,Eleven excellent trails for hikers.,41.00
Dillon,Colorado,Summit Cove/soda Creek Loop,-106.01548,39.58802,http://www.tripleblaze.com/trail.php?c=3&i=769,Summit Cove/Soda Creek Loop is a beautiful 15 mile loop trail. It takes you over smooth singletrack that winds through dense forests and then it opens up into scenic meadows that allow you to take in the stunning mountain views that surround you. &lt;br /&gt;<br />This is a multi-use trail so please share the trail!,15.00
Thurmont,Maryland,Catoctin Mountain Park,-77.434831,39.588505,http://www.tripleblaze.com/trail.php?c=3&i=2956,"The east side of the park features stunning vistas, challenging terrain, and access to Cunningham Falls. Most trailheads begin at the visitor center. Parking and trailheads are also available by the park headquarters and at three points along Park Central Road.&lt;br /&gt;<br />The west side of the park is the wilder side. Adventurous hikers are more likely to see wildlife, wetlands, and an up-close view of nature. Remnants of former farms dot the land. The park's picnic areas, campgrounds, and back-country shelters connect with the trails.&lt;br /&gt;<br />Source: National Park Service",0.00
Grant,Colorado,Mount Bierstadt,-105.715323,39.592382,http://www.tripleblaze.com/trail.php?c=3&i=2137,"This may be one of the easiest and most accessible 14ers in Colorado, and as such it's a really popular route. That doesn't mean it's not worth the hike, though! The trail climbs up from the pass about 3.5 miles until it tops out on Mount Bierstadt at 14,060 feet after an elevation gain of 2,850 feet. The lower section of the trail is pretty flat as it approaches the main climb. It runs through some shrubby trees that are very short, since it is already over 11,000 feet. As soon as the trail starts climbing you rise above the tree line, and while it does climb up a peak, the trail isn't too steep or technical. Towards the top of the ridge right before you reach the summit, there are a few boulders that you have to scramble up but they aren't difficult at all. The views on this hike and from the top are absolutely incredible! Definitely bring your camera! Also, please note that this trail does enter the Mount Evans Wilderness. Please be aware of all of the special wilderness regulations.",7.00
Rockbridge,Ohio,Clear Creek,-82.621522,39.594061,http://www.tripleblaze.com/trail.php?c=3&i=7609,Excellent trails.,12.00
Keystone,Colorado,Westridge Loop,-105.97488,39.59936,http://www.tripleblaze.com/trail.php?c=3&i=562,"Westridge Loop is a network of trails that forms a loop near Keyston, CO. This trail takes you along the mountainside where you'll hike through dense forests and open areas where you you'll get stunning views of the area. At one point the trail crosses the Colorado Trail.&lt;br /&gt;<br />This is a multi-use trail, so please share the path.",18.00
Dillon,Colorado,Keystone Gulch,-105.97498,39.59938,http://www.tripleblaze.com/trail.php?c=3&i=768,This trail takes you through beautiful and dense forests that pass beaver ponds and creeks along the way. You'll start to take switchbacks up the mountain until you reach the timber line where you'll get to enjoy incredible views of the surrounding area!,14.00
Keystone,Colorado,Aqueduct Trail,-105.97601,39.59974,http://www.tripleblaze.com/trail.php?c=3&i=987,"Mainly this trail is used as a connector between the Keystone Gulch Trail and other trails like the Blair Witch and Colorado Trail. It's about 5 miles in total, follows a stream, crosses footbridges, and offers amazing views of the aqueduct. At times it has very steep up and downhills, so be ready for a workout.&lt;br /&gt;<br />This is a multi-use trail so please use caution.",5.00
Dillon,Colorado,CDT CO30: Argentine Pass to Herman Gulch,-105.813118,39.602709,http://www.tripleblaze.com/trail.php?c=3&i=3287,"Section 30 of the CDT trail in Colorado runs for 16.7 miles form Argentine Pass to Herman Gulch Trailhead at US Hwy 6. Along the way, the trail passes Decatur Mountain, Ruby Mountain, Argentine Peak, Mount Edwards, Gray's Peak (14,270 ft.), Torrey's Peak (14,267 ft.), Kelso Mountain, and US Hwy 6. Unlike most of the mountain peaks where the CDT skirts below the actual top of the mountain, the CDT actually reaches the summits of Mount Edwards and Gray's Peak, a 14er.",17.00
Pennsville,New Jersey,Fort Mott State Park,-75.550864,39.604828,http://www.tripleblaze.com/trail.php?c=3&i=4785,An easy Nature Interpretive Trail can be found within the Park that is excellent for beginners. The trail is accessible for persons with disabilities. The NJ Coastal Heritage Trail Welcome Center accommodates displays defining Fort Mott's place in history and the environment.,2.00
Minturn,Colorado,Meadow Mountain,-106.44544,39.60672,http://www.tripleblaze.com/trail.php?c=3&i=530,"This trail is an old forest road and climbs gradually through large open meadows, with relics of old cabins and corrals, and some aspen and spruce-fir forest near the top. &lt;br /&gt;<br />The line shack is a small cabin that lies at the end of the trail. The line shack offers a good place for lunch and a vantage point of some views of the Gore Range and Beaver Creek ski area. Evidence of old ski runs shows that this was once an old ski area.",13.00
Sparks,Nevada,The Zipper,-119.67137,39.60867,http://www.tripleblaze.com/trail.php?c=3&i=1269,"The Zipper features 2 miles of hiking trails near Sparks, NV.",2.00
Big Pool,Maryland,Fort Frederick State Park,-78.003577,39.610277,http://www.tripleblaze.com/trail.php?c=3&i=4177,"Fort Frederick State Park is a 585-acre area that features the stone fort that served as Maryland's frontier defense during the French and Indian War. The park is full of history and provides programs that cover gun use, junior ranger, colonial children's day and the 18th Century Market Fair. <br /><br />A boat launch provides easy water access for fishing and swimming use. A hiking trail and interpretive programs provide a valuable culturing experience. The park has several picnic areas, campsites, a playground and more amenities for a variety of other recreational activities.<br /><br />Hiking is a pleasure at the park's short .3 miles trail that passes through the wetlands. Hikers will have to the opportunity to see a variety of wildlife including turtles, waterfowl and deer.",0.00
Hazelton,West Virginia,Big Bear Lake,-79.51046,39.61164,http://www.tripleblaze.com/trail.php?c=3&i=2696,"Big Bear Lake features 25 miles of hiking trails near Hazelton, WV.",25.00
Eagle Vail,Colorado,Eagle Vail Trail,-106.48312,39.61263,http://www.tripleblaze.com/trail.php?c=3&i=2112,This trail winds through an aspen grove to the junction with Pauley's Plunge.  Turn right at this junction and hike downhill on the last bit of Pauley's until you reach a footbridge at the golf course.  From here you will see a sign pointing uphill and to the left for the eagle Vail trail.  Continue hiking until you filter out onto the road about 3 miles later.  Hike the road east along Deer Blvd and Stone Creek Dr until you reach your car at the parking lot on Eagle Dr.,4.00
Downieville,California,Pauley Creek,-120.66677,39.6151,http://www.tripleblaze.com/trail.php?c=3&i=1008,"Pauley Creek features 18 miles of hiking trails near Downieville, CA.",18.00
Downieville,California,Pauley Creek,-120.66677,39.6151,http://www.tripleblaze.com/trail.php?c=3&i=1008,"Pauley Creek features 18 miles of hiking trails near Downieville, CA.",18.00
Evergreen,Colorado,3 Sisters / Alderfer,-105.34659,39.62324,http://www.tripleblaze.com/trail.php?c=3&i=314,"Near the heart of Evergreen, Alderfer/Three Sisters Park abounds with stunning vistas, landmark rock formations, beautiful old stands of ponderosa pine and the most trails per acre of any foothills park-nearly 15 miles on 770 acres. Open meadows, forests, and great views are all around.",15.00
Kingsville,Maryland,Torrey C. Brown Rail Trail,-76.630758,39.623565,http://www.tripleblaze.com/trail.php?c=3&i=4301,"This easy walk is family-oriented. The hike features natural and cultural history along the trail with scenic views of pastoral land and historic railroad towns. The rail trail is easily accessible from the Baltimore area, and includes restrooms and water at designated locations. Hike through history and look for clues from the days the railroad and milling were active, or enjoy the sights and sounds of nature's wonders along the Big Gunpowder Falls, including wildflowers, ferns, and wetlands teeming with frogs, beavers and other wildlife.",40.00
Cavetown,Maryland,Appalachian Trail 084: Wolfsville Road to Raven Rock Hollow (MD 491),-77.55969,39.628254,http://www.tripleblaze.com/trail.php?c=3&i=2405,"The AT runs 4.1 miles between Wolfsville Road (MD Hwy 17) and Raven Rock Hollow (MD 491). Along the way it passes the Ensign Cowall shelter, MD Hwy 77, and Warner Gap Road.",4.00
Grantsville,Maryland,New Germany State Park,-79.128947,39.629824,http://www.tripleblaze.com/trail.php?c=3&i=4232,"New Germany has ten miles of multi-use trails. The trails wind their way through dense hemlock forest, colorful mixed hardwoods, rhododendron-choked stream valleys and towering pine and spruce plantation sites. Most trails are wide enough for two-way traffic, although several offer a narrower path typical of most hiking trails. Hiking, trail-running and biking are the most popular activities throughout the year. Whether walking along the lake or wetland, or hiking our scenic trails, visitors are sure to have an opportunity to view birds and wildlife. Abundant bird species can be found throughout the area, such as pileated woodpeckers, black-capped chickadees, barred owls, great blue herons and an occasional osprey.",10.00
Avon,Colorado,Beaver Creek Ski Resort,-106.52535,39.63121,http://www.tripleblaze.com/trail.php?c=3&i=382,"Beaver Creek Ski Resort features 37 miles of multi-use trails with 7 trails reserved for hikers only. The hiking trails range from 1-6 miles in length and are rated as green, blue, and black according to their difficulty levels. &lt;br /&gt;<br />Some of these trails are perfect for families and pass by playgrounds, others summit mountains for scenic views of the surrounding area.",37.00
Jarrettsville,Maryland,Rocks State Park,-76.415938,39.631253,http://www.tripleblaze.com/trail.php?c=3&i=4292,Trails connect various points of interest and picnic areas within the park. Pets on a leash are permitted on the hiking trails.,4.00
Evergreen,Colorado,Dedisse Trail,-105.33285,39.63142,http://www.tripleblaze.com/trail.php?c=3&i=603,"Dedisse Trail is a fairly easy out-and-back trail that's perfect for a family with children or a leisurely day hike. Walk through deep forests, with beautiful boulders and rock formations, and enjoy the views of the lake along the hike. &lt;br /&gt;<br />This is a multi-use trail so please be aware of mountain bikers and practice trail etiquette.",6.00
Circleville,Ohio,AW Marion State Park,-82.887827,39.633076,http://www.tripleblaze.com/trail.php?c=3&i=5036,"Hargus Lake Trail offers 5 miles of scenic pleasure, providing access to the entire shoreline of the lake<br />Squawroot Trail, beginning at the campground, offers the hiking enthusiast 1 mile of scenic terrain",6.00
Edwards,Colorado,A-10,-106.5652,39.63422,http://www.tripleblaze.com/trail.php?c=3&i=2769,"Enjoy the views of Gold Dust Peak and the surrounding mountains while climbing up Arrowhead Mountain on this beautiful 8 mile loop trail. Hike through high meadows, oakbrush, and aspens, and enjoy a few creek crossings as well. &lt;br /&gt;<br />This trail is has a high amount of mountain bike traffic so please use caution.",8.00
Vail,Colorado,Buffehr Creek Th North Vail Trail To Davos Towers,-106.41537,39.63702,http://www.tripleblaze.com/trail.php?c=3&i=1824,"This trail starts out flat, but once you hit the switchbacks you've got about 1,800 feet of climbing to do. Follow the trail through the forest, and come out on top to enjoy the views of Edwards, Avon, Minturn, Meadow Mountain and Vail. All of that hard climbing is totally worth it!",4.00
Newark,Delaware,Iron Hill Rec Area,-75.75615,39.63895,http://www.tripleblaze.com/trail.php?c=3&i=7817,"Iron Hill Rec Area is a 8 mile hiking trail in Newark, Delaware.",8.00
Vail,Colorado,Vail Mountain,-106.38821,39.64269,http://www.tripleblaze.com/trail.php?c=3&i=503,"In the off-season, Vail Mountain opens it's trails up to hikers and mountain bikers. There are over 25 miles of beautiful mountainside trails, and some even reach up to the summit.",25.00
Hammonton,New Jersey,Wharton State Forest,-74.646668,39.644031,http://www.tripleblaze.com/trail.php?c=3&i=986,"Wharton State Forest features 30 miles of hiking trails near Hammonton, NJ.",30.00
Laytonville,California,Admiral William Standley State Recreation Area,-123.616803,39.646279,http://www.tripleblaze.com/trail.php?c=3&i=3466,The area is also a favorite place for hikers and picnickers.,0.00
Morrison,Colorado,Mount Falcon Park,-105.19604,39.64688,http://www.tripleblaze.com/trail.php?c=3&i=176,"There are a number of different trail loops at this park, some easier to access than others. Some of the loops further out offer some gorgeous views of the front range and Denver far below. There are shelters and picnic areas at the trailhead as well.",9.00
Westminster,Maryland,Hashawha,-76.98927,39.64727,http://www.tripleblaze.com/trail.php?c=3&i=1538,"Hashawha features 20 miles of hiking trails near Westminster, MD.",20.00
Vail,Colorado,Son Of Middle Creek,-106.39609,39.64821,http://www.tripleblaze.com/trail.php?c=3&i=1823,Son Of Middle Creek is a 10 mile loop trail that offers beautiful views. Hike through scenic aspen forests and then enjoy the scenery as the tree cover opens up and showcases the beautiful surroundings. &lt;br /&gt;<br />This is a multi-use trail so be sure to share the path.,10.00
Vail,Colorado,Buffer Creek,-106.39609,39.64846,http://www.tripleblaze.com/trail.php?c=3&i=1526,"This 14 mile loop trail follows both a dirt road and some singletrack. There's a fairly long climb, but all the work pays off with scenic views of the Gorge Range and Vail Mountain. &lt;br /&gt;<br />This is a multi-use trail and is frequented by mountain bikers so please practice trail etiquette.",14.00
Tuckerton,New Jersey,Bass River State Forest,-74.329116,39.648476,http://www.tripleblaze.com/trail.php?c=3&i=4778,"Bass River State Forest has eight easy walking (non-ADA accessible) trails from 1 to 3.2 miles. The 1/2 mile self-guided Absegami Trail includes a wooden foot bridge with benches. All trails start at the second parking lot at the beach. Animals, birds and plant life of the Pine Barrens may be found. A trail brochure is available at the office, or on the portion of the Pink Trail that passes through the old Civilian Conservation Corps camp near East Greenbush Road.",63.00
Littleton,Colorado,Cherry Creek Lake,-104.855255,39.651377,http://www.tripleblaze.com/trail.php?c=3&i=6051,"Cherry Creek Dam, located at the southeast edge of Denver in Aurora, CO, was the first of the three dams to be built to protect the Denver region from catastrophic South Platte River floodwaters that plagued the area for more than 100 years. Recreational opportunities include camping, fishing, picnicking, an archery/rifle range, a horse stable, nature and bike trails, a marina, and a swimming area. The park is open year-round.",1.00
Lakewood,Colorado,Bear Creek Lake Park,-105.17461,39.65155,http://www.tripleblaze.com/trail.php?c=3&i=124,"The park features nearly 15 miles of soft-surface (primariliy dirt) trails for users of all abilities. Most trails are open to horses, pedestrians and mountain bikes. The trails in the park are:&lt;br /&gt;<br />  Owl Trail: 0.7-mile loop, 0.5-mile extension. Hiker Only. Very nice trail through a riparian area.&lt;br /&gt;<br />    Fitness Trail: 1.6 miles. Meanders through prairie ecosystem with workout stations along the route.&lt;br /&gt;<br />    Cowen Trail: 1.4 miles. Short grass prairie hike through the former Cowen town site.&lt;br /&gt;<br />    Fisherman's Trail: 1.3 miles. Scenic trail along the shore of Bear Creek Reservoir, with access to many fishing sites.&lt;br /&gt;<br />    Mount Carbon Loop: 6.9 miles. A long loop around the park, featuring the park's highest point.&lt;br /&gt;<br />    North Park Trail: 2.2 miles. Hilly trail through the short grass prairie on the north side of the park.&lt;br /&gt;<br />    Cottonwood Trail: 1.1 miles. A winding trail through the riparian area along Bear Creek.",10.00
Edwards,Colorado,Berry Creek Loop,-106.59231,39.65317,http://www.tripleblaze.com/trail.php?c=3&i=875,"Berry Creek Loop features is a nice little fireroad/doubletrack hike that takes you through some beautiful juniper and sage scrub. The trail overlooks the surrounding mountains and valleys, a great reward for a fairly easy hike!",4.00
Evergreen,Colorado,Elk Meadow,-105.36643,39.65458,http://www.tripleblaze.com/trail.php?c=3&i=189,"True to its name, Elk Meadow Park is the most likely place in the Open Space system to view herds of elk. The meadow is prime grazing ground for the largest of Colorado's native deer, as well as where mountain bluebirds flit and red-tailed hawks circle the sky hunting for rodents and other prey.&lt;br /&gt;<br />Trail experiences are diverse-short jaunts on flat terrain, a rolling trek on Meadow View Trail, the 4.7-mile haul with a 2,100-foot elevation gain from the Stagecoach Boulevard trailhead to 9,708-foot Bergen Peak. This Denver Mountain Parks landmark affords sweeping views of the Continental Divide. The number of switchbacks on this steep, rocky path demand sharing the trail, as always, along with being prepared for wildlife encounters.",5.00
